,lat,lon,objectid,treeid,height,spread,diameter,notes,scientific,common,state_id,site_address,date_height,date_spread,circumf,date_circumference,year_designated,date_desig,ownership,neighborhood,neighborhood_cd,plaque_adjustment_date,plaque_notes
299,45.566571,-122.675829,299,368,81,80,49,,Cedrus deodara,Deodar cedar,,6006 N Mississippi Ave,2019/06/07 00:00:00+00,2019/06/07 00:00:00+00,13.2,2019/06/07 00:00:00+00,2020,2020/06/24 00:00:00+00,Private,PIEDMONT,49,,
300,45.548336,-122.682483,300,369,71,102,50,,Ulmus americana,American elm,,1599 N Fremont St,2019/06/07 00:00:00+00,2019/06/07 00:00:00+00,13.4,2019/06/07 00:00:00+00,2020,2020/06/24 00:00:00+00,Parks,OVERLOOK,47,,
301,45.541724,-122.65458,301,370,61,46,26,,Quercus hypoleucoides,Silverleaf oak,,2627 NE 11th Ave,2019/06/07 00:00:00+00,2019/06/07 00:00:00+00,6.9,2019/06/07 00:00:00+00,2020,2020/06/24 00:00:00+00,Right of Way,IRVINGTON,31,,
302,45.541646,-122.654587,302,371,57,49,25,,Quercus hypoleucoides,Silverleaf oak,,2627 NE 11th Ave,2019/06/07 00:00:00+00,2019/06/07 00:00:00+00,6.4,2019/06/07 00:00:00+00,2020,2020/06/24 00:00:00+00,Right of Way,IRVINGTON,31,,
303,45.547219,-122.626455,303,372,71,86,84,,Fagus sylvatica,European beech,,3310 NE 36th Ave,2019/06/07 00:00:00+00,2019/06/07 00:00:00+00,12.3,2019/06/07 00:00:00+00,2020,2020/06/24 00:00:00+00,Private,BEAUMONT-WILSHIRE,7,,
304,45.516798,-122.574995,304,373,84,64,50,,Fagus sylvatica,European beech,,810 SE 86th Ave,2019/06/07 00:00:00+00,2019/06/07 00:00:00+00,13.5,2019/06/07 00:00:00+00,2020,2020/06/24 00:00:00+00,Right of Way,MONTAVILLA,40,,
305,45.473898,-122.534961,305,374,93,60,27,,Ginkgo biloba,Ginkgo,,6704 SE 122nd Ave,2019/06/28 00:00:00+00,2019/06/28 00:00:00+00,7.7,2019/06/28 00:00:00+00,2020,2020/06/24 00:00:00+00,Parks,PLEASANT VALLEY,50,,
306,45.473955,-122.534693,306,375,35,34,31,,Crataegus x lavalleei,Lavalle hawthorn,,6704 SE 122nd,2019/06/28 00:00:00+00,2019/06/28 00:00:00+00,8.6,2019/06/28 00:00:00+00,2020,2020/06/24 00:00:00+00,Parks,PLEASANT VALLEY,50,,
307,45.474188,-122.535085,307,376,52,35,14,,Stewartia monadelpha,Orangebark stewartia,,6704 SE 122nd Ave,2019/06/28 00:00:00+00,2019/06/28 00:00:00+00,4.1,2019/06/28 00:00:00+00,2020,2020/06/24 00:00:00+00,Parks,PLEASANT VALLEY,50,,
308,45.49836,-122.676982,308,377,84,40,19,,Eucalyptus perriniana,Spinning gum,,3415 SW Water Ave,2019/06/28 00:00:00+00,2019/06/28 00:00:00+00,5.4,2019/06/28 00:00:00+00,2020,2020/06/24 00:00:00+00,Right of Way,SOUTH PORTLAND,59,,
309,NA,NA,309,379,29,21,11,,Cinnamomum japonicum,japanese cinnamon,,3223 NE 16th Ave,2022/05/25 00:00:00+00,2022/05/25 00:00:00+00,2.9,2022/05/25 00:00:00+00,2019,2022/05/25 00:00:00+00,ROW,IRVINGTON,31,,
310,NA,NA,310,378,133,62,67,,Pseudotsuga menziesii,Douglas-fir,,5518 SE 139th Ave,2022/05/25 00:00:00+00,2022/05/25 00:00:00+00,17.5,2022/05/25 00:00:00+00,2019,2022/05/25 00:00:00+00,ROW,POWELLHURST-GILBERT,52,,
311,NA,NA,311,381,164,50,60,,Abies grandis,grand fir,,7100 SW Brier Pl,2022/05/25 00:00:00+00,2022/05/25 00:00:00+00,15.8,2022/05/25 00:00:00+00,2019,2022/05/25 00:00:00+00,Private,SOUTH PORTLAND,59,,
312,NA,NA,312,384,88,50,50,,Thuja plicata,western redcedar,,7077 SW 32nd Ave,2022/05/25 00:00:00+00,2022/05/25 00:00:00+00,12.9,2022/05/25 00:00:00+00,2020,2022/05/25 00:00:00+00,ROW,MULTNOMAH,43,,
313,NA,NA,313,385,108,64,30,Pier Park,Cercidiphyllum japonicum,katsura,,9100 N Bruce Ave,2022/05/25 00:00:00+00,2022/05/25 00:00:00+00,7.8,2022/05/25 00:00:00+00,2020,2022/05/25 00:00:00+00,Parks,ST. JOHNS,61,,
314,NA,NA,314,382,110,67,44,,Cedrus deodara,deodar cedar,,617 NE Prescott,2022/05/25 00:00:00+00,2022/05/25 00:00:00+00,11.4,2022/05/25 00:00:00+00,2020,2022/05/25 00:00:00+00,Private,KING,34,,
315,NA,NA,315,386,142,48,100,,Sequoiadendron giganteum,giant sequoia,,3114 NW Thurman St,2022/05/25 00:00:00+00,2022/05/25 00:00:00+00,26.2,2022/05/25 00:00:00+00,2020,2022/05/25 00:00:00+00,Private,NORTHWEST DISTRICT,45,,
316,NA,NA,316,380,32,22,10,,Cinnamomum japonicum,japanese cinnamon,,3223 NE 16th Ave,2022/05/25 00:00:00+00,2022/05/25 00:00:00+00,2.5,2022/05/25 00:00:00+00,2019,2022/05/25 00:00:00+00,ROW,IRVINGTON,31,,
317,NA,NA,317,383,110,67,NA,,Cedrus deodara,deodar cedar,,617 NE Prescott,2022/05/25 00:00:00+00,2022/05/25 00:00:00+00,11.4,2022/05/25 00:00:00+00,2020,2022/05/25 00:00:00+00,Private,KING,34,,
318,NA,NA,318,392,75,70,36,,Styphnolobium japonica,Japanese pagoda tree,,Argay Park,,,NA,,2022,2023/03/15 00:00:00+00,Parks,ARGAY,4,2023/05/23 21:28:36+00,Installed 5/23/23
319,NA,NA,319,389,54,55,25,"Corylus colurna, Turkish hazel ",Corylus colurna,Turkish hazel,,Knott Park,,,NA,,2022,2023/03/15 00:00:00+00,Parks,PARKROSE HEIGHTS,48,,
320,NA,NA,320,391,70,24,36,,Chamaecyparis lawsoniana,Port Orford cedar,,5210 NE 52nd Ave,,,NA,,2022,2023/03/15 00:00:00+00,ROW,ROSE CITY PARK,55,,
321,NA,NA,321,390,90,85,57,,Cedrus libani ssp. atlantica,Atlas cedar,,Multnomah Arts Center,,,NA,,2022,2023/03/15 00:00:00+00,Parks,MULTNOMAH,43,2023/05/23 15:21:58+00,Installed 5/23/23
322,NA,NA,322,388,57,93,71,,Platanus x acerifolia,London planetree,,5014 NE Simpson St,,,NA,,2022,2023/03/15 00:00:00+00,Private,CULLY,16,2023/05/23 20:51:40+00,Installed 5/23/23
323,NA,NA,323,387,71,86,59,,Fagus sylvatica f. purpurea,Copper beech,,1943 SE Hemlock Ave,,,NA,,2022,2023/03/15 00:00:00+00,Private,HOSFORD-ABERNETHY,29,,
